TA_ID,LAT,LONG,TAMBON_E
311102,15.274,103.225,Nikhom
311103,15.259,103.386,Thung Wang
311104,15.19,103.308,Mueang Kae
311105,15.131,103.291,Nong Yai
311106,15.2,103.244,Ron Thong
311109,15.209,103.183,Don Mon
311110,15.137,103.377,Chum Saeng
311111,15.3,103.442,Tha Muang
311112,15.3,103.354,Sakae
311114,15.207,103.356,Sanam Chai
311115,15.195,103.405,Krasang
311201,14.454,102.721,Pakham
311202,14.461,102.683,Thai Charoen
311203,14.432,102.657,Nong Bua
311204,14.402,102.612,Khok Mamuang
311205,14.364,102.696,Hu Thamnop
311301,15.635,102.944,Na Pho
311302,15.712,102.933,Ban Khu
311303,15.713,102.977,Ban Du
311304,15.763,102.895,Don Kok
311305,15.673,102.934,Si Sawang
311401,14.828,102.681,Sa Kaeo
311402,14.871,102.594,Huai Hin
311403,14.885,102.763,Thai Samakkhi
311404,14.823,102.645,Nong Chai Si
311405,14.911,102.609,Sao Diao
311406,14.843,102.741,Mueang Fai
311407,14.889,102.67,Sa Thong
311501,14.678,103.118,Chan Dum
311502,14.769,103.193,Khok Khamin
311503,14.717,103.241,Pa Chan
311504,14.722,103.168,Sadao
311505,14.776,103.111,Samrong
311601,14.964,103.183,Huai Rat
311602,15.009,103.192,Sam Waeng
311603,15.088,103.285,Ta Sao
311604,14.969,103.233,Ban Tako
311605,14.933,103.182,Sanuan
311606,15.023,103.23,Khok Lek
311607,15.042,103.268,Mueang Pho
311608,14.982,103.203,Huai Racha
311701,14.538,102.604,Non Suwan
311702,14.566,102.558,Thung Changhan
311703,14.621,102.637,Krok Kaeo
311704,14.546,102.517,Dong I Chan
311801,14.785,102.81,Chamni
311802,14.743,102.844,Nong Plong
311803,14.794,102.906,Mueang Yang
311804,14.809,102.787,Cho Phaka
311805,14.78,102.745,Laluat
311806,14.755,102.888,Khok Sanuan
311901,15.553,102.907,Nong Waeng
311902,15.608,102.805,Thong Lang
311903,15.605,102.857,Daeng Yai
311904,15.534,102.86,Ku Suan Taeng
311905,15.555,102.811,Nong Yueang
312001,14.316,102.721,Non Din Daeng
312002,14.346,102.764,Som Poi
312003,14.213,102.698,Lam Nang Rong
312101,15.112,103.162,Ban Dan
312102,15.081,103.217,Prasat
312103,15.138,103.219,Wang Nuea
312104,15.191,103.157,Non Khwang
312201,15.317,103.123,Khaen Dong
312202,15.321,103.172,Dong Phlong
312203,15.32,103.077,Sa Bua
312204,15.267,103.18,Hua Fai
312301,14.574,102.865,Charoen Suk
312302,14.568,102.924,Ta Pek
312303,14.641,102.931,Isan Khet
312304,14.518,102.87,Thawon
312305,14.505,102.918,Yai Yaem Watthana
320101,14.884,103.49,Nai Mueang
320102,15.074,103.55,Tang Chai
320103,15.067,103.471,Phia Ram
320104,15.024,103.528,Na Di
320105,14.955,103.452,Tha Sawang
320106,14.855,103.562,Salak Dai
320107,14.748,103.617,Ta-Ong
320109,14.802,103.627,Samrong
320110,14.951,103.513,Kae Yai
320111,14.858,103.491,Nok Mueang
320112,14.903,103.425,Kho Kho
320113,14.793,103.337,Sawat
320114,14.796,103.477,Chaniang
320116,14.774,103.542,Then Mi
320118,14.782,103.412,Na Bua
320119,14.91,103.652,Mueang Thi
320120,14.848,103.65,Ram
320121,14.904,103.597,Bu Ruesi
320122,14.855,103.403,Trasaeng
320125,14.918,103.545,Salaeng Phan
320126,15.114,103.473,Ka Ko
320201,15.377,103.411,Chumphon Buri
320202,15.376,103.487,Na Nong Phai
320203,15.395,103.556,Phrai Khla
320204,15.373,103.338,Si Narong
320205,15.359,103.23,Yawuek
320206,15.429,103.205,Mueang Bua
320207,15.44,103.15,Sa Khut
320208,15.359,103.291,Krabueang
320209,15.312,103.557,
320301,15.295,103.639,Tha Tum
320302,15.245,103.492,Krapho
320303,15.351,103.622,Phrom Thep
320304,15.401,103.725,Phon Khrok
320305,15.221,103.67,Mueang Kae
320306,15.242,103.569,Ba
320307,15.327,103.742,Nong Bua
320308,15.228,103.71,Bua Khok
320309,15.232,103.615,Nong Methi
320310,15.429,103.62,Thung Kula
320401,15.107,103.599,Chom Phra
320402,15.17,103.465,Mueang Lueng
320403,15.13,103.529,Krahat
320404,15.079,103.683,Bu Kraeng
320405,15.16,103.655,Nong Sanit
320406,15.123,103.682,Ban Phue
320407,15.162,103.602,Lum Rawi
320408,15.178,103.53,Chum Saeng
320409,15.136,103.565,Pen Suk
320501,14.656,103.406,Kang Aen
320502,14.722,103.486,Thamo
320503,14.688,103.377,Phrai
320504,14.645,103.288,Prue
320505,14.72,103.282,Thung Mon
320506,14.615,103.493,Ta Bao
320507,14.552,103.462,Nong Yai
320508,14.673,103.529,Khok Yang
320509,14.541,103.373,Khok Sa-At
320510,14.622,103.602,Ban Sai
320511,14.544,103.28,Chok Na Sam
320512,14.713,103.418,Chue Phloeng
320513,14.652,103.356,Prasat Thanong
320514,14.617,103.258,Tani
320515,14.602,103.408,Ban Phluang
320516,14.592,103.557,Kanta Wacharamuan
320517,14.686,103.339,Samut
320518,14.727,103.341,Prathat Bu
320601,14.488,103.585,Kap Choeng
320604,14.533,103.667,Khu Tan
320605,14.465,103.709,Dan
320606,14.397,103.459,Naeng Mut
320607,14.48,103.505,Khok Takhian
320610,14.464,103.632,Takhian
320701,15.311,103.843,Rattana Buri
320702,15.317,103.94,That
320703,15.355,103.808,Kae
320704,15.369,104.014,Don Raet
320705,15.392,103.933,Nong Bua Thong
320706,15.239,103.826,Nong Bua Ban
320709,15.324,103.895,Phai
320711,15.268,103.921,Boet
320713,15.316,103.786,Nam Khiao
320714,15.407,103.846,Kut Kha Khim
320715,15.306,103.987,Yang Sawang
320716,15.41,103.89,Thap Yai
320801,15.203,103.761,Sanom
320802,15.251,103.766,Phon Ko
320803,15.152,103.755,Nong Rakhang
320804,15.139,103.793,Na Nuan
320805,15.17,103.828,Khaen
320806,15.124,103.838,Hua Ngua
320807,15.157,103.714,Nong I Yo
320901,14.898,103.824,Ra-Ngaeng
320902,15.035,103.845,Truem
320903,14.867,103.735,Charaphat
320904,14.955,103.856,Yang
320905,15.029,103.71,Tlae
320906,15.083,103.76,Nong Bua
320907,15.081,103.825,Khalamae
320908,14.812,103.722,Nong Lek
320909,14.979,103.794,Nong Khwao
320910,14.946,103.705,Chang Pi
320911,14.92,103.868,Kut Wai
320912,15.018,103.77,Khwao Yai
320913,14.984,103.829,Na Rung
320914,14.845,103.785,Trom Phrai
320915,14.848,103.83,Phak Mai
321001,14.663,103.839,Sangkha
321002,14.717,103.932,Khon Taek
321006,14.575,103.856,Dom
321007,14.653,103.954,Phra Kaeo
321008,14.561,103.749,Ban Chan
321009,14.604,103.673,Krathiam
321010,14.612,103.753,Sakat
321011,14.449,103.779,Tatum
321012,14.676,103.786,Thapthan
321013,14.66,104.034,Ta Khong
321015,14.618,103.849,Ban Chop
321017,14.481,103.868,Thep Raksa
321101,14.702,103.642,Lamduan
321102,14.738,103.721,Chok Nuea
321103,14.684,103.691,U Lok
321104,14.763,103.68,Tramdom
321105,14.751,103.77,Trapiang Tia
321201,14.989,103.926,Samrong Thap
321202,15.02,103.905,Nong Phai Lom
321203,15.13,103.968,Kra-Om
321204,15.097,103.911,Nong Ha
321205,15.07,103.949,Si Suk
321206,14.958,103.952,Ko Kaeo
321207,15.003,103.968,Muen Si
321208,15.092,103.875,Samet
321209,15.066,103.999,Sano
321210,15.039,103.952,Pradu
321301,14.527,103.942,Bua Chet
321302,14.532,104.014,Sadao
321303,14.413,103.976,Charat
321304,14.609,104.016,Ta Wang
321305,14.479,103.921,A Phon
321306,14.57,103.953,Samphao Lun
321401,14.416,103.35,Bak Dai
321402,14.49,103.249,Khok Klang
321403,14.497,103.354,Chik Daek
321404,14.386,103.26,Ta Miang
321501,14.754,103.882,Narong
321502,14.797,103.922,Chaen Waen
321503,14.802,103.846,Truat
321504,14.757,103.977,Nong Waeng
321505,14.738,103.818,Si Suk
321601,15.009,103.582,Khewa Sinarin
321602,15.06,103.61,Bueng
321603,15.026,103.644,Ta Kuk
321604,14.976,103.648,Prasat Thong
321605,14.966,103.576,Ban Rae
321701,15.228,103.927,Nong Luang
321702,15.186,103.942,Kham Phong
321703,15.173,103.911,Non
321704,15.251,103.885,Rawiang
321705,15.14,103.88,Nong Thep
330101,15.103,104.336,Mueang Nuea
330103,15.213,104.278,Khu Sot
330104,15.04,104.332,Sam
330105,14.989,104.398,Chan
330106,15.037,104.434,Tadop
330107,15.078,104.295,Nong Khrok
330111,15.055,104.385,Phon Kha
330112,15.015,104.369,Phon Kho
330116,15.135,104.293,Ya Plong
330118,14.98,104.336,Thum
330119,15.007,104.427,Nong Hai
330121,15.096,104.433,Nong Kaeo
330122,15.167,104.34,Nam Kham
330123,15.124,104.394,Pho
330124,15.051,104.258,Mak Khiap
330127,15.143,104.271,Nong Phai
330201,15.26,104.401,Yang Chum Noi
330202,15.18,104.422,Lin Fa
330203,15.223,104.36,Khon Kam
330204,15.302,104.354,Non Khun
330205,15.235,104.319,Kut Mueang Ham
330206,15.251,104.444,Bueng Bon
330207,15.212,104.413,Yang Chum Yai
330301,15.113,104.578,Dun
330302,15.1,104.642,Non Sang
330303,15.049,104.643,Nong Hua Chang
330304,15.072,104.526,Yang
330305,15.194,104.658,Nong Waeng
330306,15.143,104.702,Nong Kaeo
330307,15.232,104.616,Tham
330308,15.182,104.583,Lathai
330309,15.203,104.547,Mueang Noi
330310,15.223,104.5,I Pat
330311,15.173,104.478,Bua Noi
330312,15.12,104.525,Nong Bua
330313,15.08,104.476,Du
330314,15.034,104.537,Phak Phaeo
330315,14.995,104.494,Chan
330320,15.066,104.583,Kham Niam
330401,14.535,104.714,Bueng Malu
330402,14.679,104.833,Kut Salao
330403,14.582,104.67,Mueang
330405,14.643,104.729,Sang Mek
330406,14.66,104.657,Nam Om
330407,14.444,104.547,Lalai
330408,14.48,104.63,Rung
330409,14.712,104.596,Trakat
330411,14.724,104.655,Chan Yai
330412,14.745,104.571,Phu Ngoen
330413,14.543,104.575,Cham
330414,14.65,104.566,Krachaeng
330415,14.534,104.8,Non Samran
330416,14.654,104.621,Nong Ya Lat
330419,14.447,104.685,Sao Thong Chai
330420,14.602,104.798,Khanun
330421,14.682,104.777,Suan Kluai
330423,14.637,104.686,Wiang Nuea
330424,14.59,104.591,Thung Yai
330425,14.466,104.809,Phu Pha Mok
330501,14.717,104.07,Kanthararom
330502,14.821,104.253,Cha Kong
330503,14.753,104.15,Chai Di
330504,14.775,104.186,Dong Kammet
330505,14.657,104.104,Sano
330506,14.601,104.246,Prue Yai
330507,14.712,104.268,Sadao Yai
330508,14.669,104.271,Ta Ut
330509,14.72,104.205,Huai Nuea
330510,14.662,104.179,Huai Tai
330511,14.834,104.186,Hua Suea
330513,14.773,104.248,Takhian
330515,14.644,104.234,Nikhom Phatthana
330517,14.804,104.149,Khok Phet
330518,14.727,104.016,Prasat
330521,14.872,104.17,Samrong Ta Chen
330522,14.715,104.115,Huai Samran
330524,14.874,104.255,Kritsana
330525,14.762,104.283,Lom Sak
330526,14.684,104.227,Nong Chalong
330527,14.639,104.28,Si Trakun
330528,14.754,104.102,Si Sa-At
330601,14.744,104.373,Phrai Bueng
330602,14.801,104.308,Din Daeng
330603,14.811,104.364,Prasat Yoe
330604,14.7,104.342,Samrong Phlan
330605,14.856,104.359,Suk Sawat
330606,14.857,104.303,Non Pun
330701,14.835,104.032,Phimai
330702,14.853,103.957,Ku
330703,14.875,104.101,Nong Chiang Thun
330704,14.903,104.009,Tum
330705,14.82,104.094,Samo
330706,14.78,104.082,Pho Si
330707,14.917,104.081,Samrong Prasat
330708,14.782,104.027,Du
330709,14.913,103.962,Sawat
330710,14.881,104.042,Phimai Nuea
330801,14.625,104.436,Si
330802,14.476,104.444,Bak Dong
330803,14.592,104.501,Phran
330804,14.666,104.458,Pho Wong
330805,14.706,104.454,Phrai
330806,14.673,104.414,Krawan
330807,14.635,104.371,Khun Han
330808,14.581,104.416,Non Sung
330809,14.575,104.353,Kan Throm
330810,14.683,104.51,Phu Fai
330811,14.628,104.327,Pho Krasang
330812,14.465,104.353,Huai Chan
330901,15.356,104.159,Mueang Khong
330902,15.351,104.214,Mueang Khaen
330903,15.38,104.106,Nong Khae
330906,15.435,104.125,Chik Sang Thong
330907,15.421,104.026,Dan
330908,15.416,104.162,Du
330909,15.278,104.176,Nong Ueng
330910,15.321,104.105,Bua Hung
330911,15.332,104.257,Phai
330912,15.283,104.232,Som Poi
330913,15.271,104.293,Nong Mi
330914,15.407,104.2,Wan Kham
330915,15.317,104.305,Sang Pi
331001,15.1,104.15,Kamphaeng
331002,15.198,104.188,I Lam
331003,15.052,104.143,Kan Lueang
331004,15.016,104.109,Thung Chai
331005,15.146,104.148,Samrong
331006,15.198,104.14,Khaem
331007,15.145,104.093,Nong Hai
331008,15.126,104.238,Khayung
331010,15.143,104.21,Ta Kat
331011,15.251,104.132,Hua Chang
331012,15.223,104.228,Rang Raeng
331014,15.12,104.178,Tae
331015,15.067,104.176,Khae
331016,15.173,104.227,Pho Chai
331017,15.101,104.214,Pa-Ao
331018,15.098,104.088,Nong Hang
331022,15.093,104.128,Sa Kamphaeng Yai
331024,15.22,104.171,Khok Lam
331025,14.966,104.104,Khok Chan
331101,15.297,104.06,Po
331102,15.328,104.067,Bueng Bun
331201,15.065,104.044,Huai Thapthan
331202,15.021,104.047,Mueang Luang
331203,14.966,104.069,Kluai Kwang
331204,14.947,104.013,Phak Mai
331205,14.981,104.019,Chan Saen Chai
331206,15.11,104.027,Prasat
331301,14.899,104.71,Non Kho
331302,14.976,104.64,Bok
331303,14.923,104.614,Pho
331304,14.861,104.774,Nong Kung
331305,14.88,104.638,Lao Kwang
331401,14.766,104.476,Si Kaeo
331402,14.744,104.453,Phing Phuai
331403,14.785,104.515,Sa Yao
331404,14.866,104.488,Tum
331405,14.813,104.555,Sueang Khao
331406,14.806,104.419,Si Non Ngam
331407,14.828,104.474,Saphung
331501,14.917,104.55,Nam Kliang
331502,14.93,104.451,La-O
331503,14.964,104.479,Tong Pit
331504,14.852,104.58,Khoen
331505,14.876,104.525,Rung Rawi
331506,14.971,104.569,Khup
331601,14.957,104.209,Bu Sung
331602,14.988,104.186,That
331603,14.945,104.271,Duan Yai
331604,14.992,104.27,Bo Kaeo
331605,14.909,104.155,Si Samran
331606,15.018,104.224,Thung Sawang
331607,14.92,104.24,Wang Hin
331608,14.926,104.204,Phon Yang
331701,14.549,104.203,Khok Tan
331702,14.525,104.077,Huai Ta Mon
331703,14.566,104.12,Huai Tuek Chu
331704,14.588,104.079,Lalom
331705,14.606,104.169,Takhian Ram
331706,14.44,104.189,Dong Rak
331707,14.426,104.085,Phrai Phatthana
331801,15.155,104.011,Mueang Chan
331802,15.205,103.996,Ta Kon
331803,15.198,104.035,Nong Yai
331901,14.799,104.668,Siao
331902,14.754,104.722,Nong Wa
331903,14.836,104.653,Nong Ngu Lueam
331904,14.778,104.594,Nong Hang
331905,14.761,104.783,Tha Khlo
332001,14.935,104.387,Phayu
332002,14.852,104.427,Phrom Sawat
332003,14.918,104.422,Tamyae
332004,14.933,104.327,Non Phek
332005,14.898,104.334,Nong Kha
332101,15.204,104.078,Dot
332102,15.251,104.043,Siao
332103,15.254,104.083,Nong Ma
332104,15.233,104.111,Phue Yai
332105,15.269,104.009,I Se
332201,15.474,104.084,Kung
332202,15.529,104.109,Khli Kling
332203,15.458,104.046,Nong Bua Dong
332204,15.473,104.139,Chot Muang
340101,15.232,104.859,
340104,15.367,104.845,Hua Ruea
340105,15.32,104.766,Nong Khon
340107,15.244,104.894,Pathum
340108,15.302,104.836,Kham Yai
340109,15.251,104.802,Chaeramae
340111,15.239,104.727,Nong Bo
340112,15.314,104.905,Rai Noi
340113,15.309,104.97,Krasop
340116,15.291,105.0,Kut Lat
340119,15.351,104.815,Khi Lek
340120,15.365,104.716,Pa-Ao
340201,15.507,105.327,Na Kham
340202,15.478,105.237,Kaeng Kok
340203,15.52,105.219,Ueat Yai
340204,15.415,105.26,Warin
340205,15.564,105.329,Lat Khwai
340206,15.623,105.286,Song Yang
340207,15.56,105.227,Tabai
340208,15.409,105.346,Kham Lai
340209,15.695,105.565,Nam Thaeng
340210,15.607,105.383,Na Loen
340211,15.447,105.316,Don Yai
340301,15.3015,105.491,Khong Chiam
340302,15.467,105.455,Huai Yang
340303,15.553,105.557,Na Pho Klang
340304,15.339,105.389,Nong Saeng Yai
340305,15.42,105.551,Huai Phai
340401,15.371,104.556,Khueang Nai
340402,15.367,104.503,Sang Tho
340403,15.399,104.429,Kho Thong
340404,15.392,104.623,Ko-E
340405,15.307,104.69,Hua Don
340406,15.269,104.653,Chi Tuan
340407,15.319,104.602,Tha Hai
340408,15.283,104.566,Na Kham Yai
340409,15.29,104.513,Daeng Mo
340410,15.281,104.48,That Noi
340411,15.454,104.424,Ban Thai
340412,15.489,104.464,Ban Kok
340413,15.515,104.407,Klang Yai
340414,15.521,104.5,Non Rang
340415,15.446,104.508,Yang Khi Nok
340416,15.477,104.515,Si Suk
340417,15.338,104.459,Sahathat
340418,15.453,104.592,Nong Lao
340501,16.049,105.136,Khemarat
340503,15.977,105.179,Kham Pom
340504,15.872,105.222,Chiat
340507,15.95,105.058,Nong Phue
340508,16.011,105.329,Na Waeng
340510,15.932,105.128,Kaeng Nuea
340511,16.019,105.096,Nong Nok Tha
340512,16.025,105.037,Nong Sim
340513,15.867,105.155,Hua Na
340701,14.92,105.055,Mueang Det
340702,15.012,104.983,Na Suang
340704,14.902,104.955,Na Charoen
340706,14.819,104.846,Thung Thoeng
340708,14.824,104.987,Som Sa-At
340709,14.966,105.196,Kut Prathai
340710,14.702,105.09,Top Hu
340711,14.797,105.141,Klang
340712,14.695,105.014,Kaeng
340713,14.84,105.049,Tha Pho Si
340715,14.801,105.218,Bua Ngam
340716,14.889,105.205,Kham Khrang
340717,14.87,104.908,Na Krasaeng
340720,14.904,105.115,Phon Ngam
340721,14.961,104.976,Pa Mong
340723,14.76,105.03,Non Sombun
340801,14.487,105.261,Na Chaluai
340802,14.688,105.201,Non Sombun
340803,14.627,105.18,Phon Sawan
340804,14.608,105.241,Ban Tum
340805,14.661,105.258,Sok Saeng
340806,14.659,105.141,Non Sawan
340901,14.46,104.947,Song
340903,14.634,105.011,Yang
340904,14.337,105.059,Dom Pradit
340906,14.538,105.056,Bu Pueai
340907,14.483,105.04,Si Wichian
340909,14.575,105.094,Yang Yai
340911,14.577,105.02,Kao Kham
341001,14.759,105.464,Phon Ngam
341002,14.567,105.424,Huai Kha
341003,14.867,105.461,Kho Laen
341004,14.891,105.294,Na Pho
341005,14.771,105.288,Nong Sano
341006,14.672,105.307,Non Kho
341007,14.741,105.371,Bua Ngam
341008,14.906,105.348,Ban Maet
341101,15.601,105.021,Khulu
341102,15.618,105.089,Kradian
341103,15.691,105.049,Kasem
341104,15.57,105.102,Kusakon
341105,15.542,104.934,Kham Pia
341106,15.736,105.128,Khon Sai
341107,15.507,105.1,Khok Chan
341108,15.562,105.034,Na Phin
341109,15.687,104.913,Na Samai
341110,15.659,105.168,Non Kung
341111,15.466,105.05,Trakan
341112,15.589,105.183,Tak Daet
341113,15.6,104.968,Lai Thung
341114,15.69,104.978,Pao
341115,15.547,104.988,Se Pet
341116,15.51,105.029,Saphue
341117,15.725,104.933,Nong Tao
341118,15.672,105.134,Tham Khae
341119,15.673,105.212,Tha Luang
341120,15.522,105.168,Huai Fai Phatthana
341121,15.731,105.029,Kut Ya Luan
341122,15.658,105.081,Ban Daeng
341123,15.642,105.032,Kham Charoen
341201,15.792,105.006,Khao Pun
341202,15.867,105.026,Non Sawang
341203,15.776,105.101,Kaeng Kheng
341204,15.757,104.964,Kabin
341205,15.828,105.099,Nong Than Nam
341401,15.515,104.73,Muang Sam Sip
341402,15.657,104.667,Lao Bok
341403,15.615,104.739,Dum Yai
341404,15.564,104.827,Nong Chang Yai
341405,15.571,104.735,Nong Mueang
341406,15.5,104.828,Toei
341407,15.449,104.811,Yang Sak Krapho Lum
341408,15.397,104.765,Nong Khai Nok
341409,15.443,104.679,Nong Lao
341410,15.501,104.661,Nong Hang
341411,15.593,104.667,Yang Yo Phap
341412,15.598,104.617,Phai Yai
341413,15.541,104.586,Na Loeng
341414,15.444,104.743,Phon Phaeng
341501,15.2,104.853,Warin Chamrap
341502,15.139,104.887,That
341504,15.105,104.776,Tha Lat
341505,15.101,104.818,Non Non
341507,15.08,104.865,Khu Mueang
341508,14.999,104.903,Sa Saming
341510,15.198,104.815,Kham Nam Sap
341511,15.158,104.753,Bung Wai
341515,15.165,104.924,Kham Khwang
341516,15.122,104.963,Pho Yai
341518,15.173,104.872,Saen Suk
341520,15.204,104.782,Nong Kin Phlen
341521,15.162,104.823,Non Phueng
341522,15.087,104.904,Mueang Si Khai
341524,15.091,104.708,Huai Khayung
341526,15.197,104.961,Bung Mai
341901,15.248,105.226,Phibun
341902,15.202,105.249,Kut Chomphu
341904,15.132,105.313,Don Chik
341905,15.304,105.344,Sai Mun
341906,15.069,105.128,Na Pho
341907,15.066,105.344,Non Klang
341909,15.216,105.158,Pho Sai
341910,15.293,105.237,Pho Si
341911,15.34,105.297,Rawe
341912,15.136,105.122,Rai Tai
341913,15.065,105.19,Nong Bua Hi
341914,15.031,105.288,Ang Sila
341918,14.993,105.336,Non Kalong
341919,15.022,105.25,Ban Khaem
342001,15.326,105.156,Tan Sum
342002,15.38,105.233,Samrong
342003,15.352,105.086,Chik Thoeng
342004,15.444,105.185,Nong Kung
342005,15.417,105.108,Na Khai
342006,15.385,105.166,Kham Wa
342101,15.816,105.261,Pho Sai
342102,15.86,105.273,Muang Yai
342103,15.728,105.494,Samrong
342104,15.834,105.345,Song Khon
342105,15.756,105.254,Saraphi
342106,15.76,105.374,Lao Ngam
342201,15.01,104.793,Samrong
342202,15.033,104.839,Khok Kong
342203,14.96,104.76,Nong Hai
342204,14.922,104.812,Kho Noi
342205,15.02,104.72,Non Kalen
342206,14.936,104.865,Khok Sawang
342207,14.959,104.713,Non Klang
342208,15.055,104.765,Bon
342209,14.981,104.821,Kham Pom
342401,15.315,105.065,Don Mot Daeng
342402,15.375,105.028,Lao Daeng
342403,15.473,104.968,Tha Mueang
342404,15.372,104.968,
342501,15.225,105.33,Khan Rai
342502,15.126,105.414,Chong Mek
342503,14.993,105.425,Non Ko
342504,15.21,105.412,Nikhom Lam Dom Noi
342505,15.134,105.364,Fang Kham
342506,15.24,105.507,Kham Khuean Kaeo
342602,14.804,104.922,Nong Om
342603,14.723,104.931,Na Kasem
342604,14.678,104.955,Kut Ruea
342605,14.752,104.908,Khok Chamrae
342606,14.76,104.855,Na Hom
342901,15.006,105.143,Na Yia
342902,15.116,105.018,Na Di
342903,14.987,105.068,Na Rueang
343001,15.893,105.31,Na Tan
343002,15.96,105.332,Phalan
343003,15.965,105.27,Kong Phon
343004,15.921,105.212,Phang Khen
343101,15.432,104.918,Lao Suea Kok
343102,15.492,104.891,Phon Mueang
343103,15.395,104.881,Phaeng Yai
343104,15.423,104.988,Nong Bok
343201,15.204,105.087,Kaeng Dom
343202,15.229,104.99,Tha Chang
343203,15.238,105.045,Bung Malaeng
343204,15.274,105.118,Sawang
343301,14.568,104.919,Ta Kao
343302,14.603,104.854,Phaibun
343303,14.624,104.899,Khi Lek
343304,14.443,104.848,Khok Sa-At
350101,15.799,104.148,Nai Mueang
350102,15.828,104.167,Nam Kham Yai
350103,15.777,104.205,Tat Thong
350104,15.838,104.113,Samran
350105,15.835,104.044,Kho Nuea
350106,15.899,104.041,Du Thung
350107,15.945,104.062,Doet
350108,15.915,104.12,Khan Dai Yai
350109,15.913,104.179,Thung Tae
350110,15.823,104.241,Sing
350111,15.895,104.246,Na Samai
350112,15.74,104.16,Khueang Kham
350113,15.859,104.282,Nong Hin
350114,15.78,104.252,Nong Khu
350115,15.713,104.194,Khum Ngoen
350116,15.886,104.147,Thung Nang Ok
350117,15.861,104.207,Nong Ruea
350118,15.877,104.335,Nong Pet
350201,15.956,104.224,Sai Mun
350202,16.012,104.208,Du Lat
350203,15.981,104.135,Dong Mafai
350204,16.07,104.128,Na Wiang
350205,15.927,104.293,Phai
350301,16.069,104.349,Kut Chum
350302,16.011,104.387,Non Pueai
350303,15.943,104.379,Kammaet
350304,15.972,104.317,Na So
350305,16.007,104.291,Huai Kaeng
350306,16.051,104.296,Nong Mi
350307,16.045,104.166,Phon Ngam
350308,16.099,104.258,Kham Nam Sang
350309,16.127,104.217,Nong Nae
350401,15.643,104.323,Lumphuk
350402,15.693,104.222,Yo
350403,15.647,104.221,Song Pueai
350404,15.665,104.282,Phon Than
350405,15.747,104.286,Thung Mon
350406,15.633,104.412,Na Kham
350407,15.572,104.395,Dong Khaen Yai
350408,15.682,104.399,Ku Chan
350409,15.597,104.426,Na Kae
350410,15.615,104.246,Kut Kung
350411,15.724,104.382,Lao Hai
350412,15.594,104.347,Khaen Noi
350413,15.698,104.292,Dong Charoen
350501,15.832,104.398,Pho Sai
350502,15.801,104.299,Krachai
350503,15.925,104.43,Khok Na Ko
350504,15.772,104.409,Chiang Pheng
350505,15.777,104.343,Si Than
350601,15.514,104.256,Fa Yat
350602,15.566,104.207,Hua Mueang
350603,15.502,104.184,Khu Mueang
350604,15.45,104.27,Phue Hi
350605,15.564,104.278,Bak Ruea
350606,15.473,104.324,Muang
350607,15.552,104.329,Non Sai
350608,15.511,104.358,Bueng Kae
350609,15.566,104.153,Phra Sao
350610,15.446,104.225,Song Yang
350701,15.339,104.405,Fa Huan
350702,15.415,104.353,Kut Nam Sai
350703,15.397,104.28,Nam Om
350704,15.363,104.31,Kho Wang
350802,16.176,104.669,Bung Kha
350803,16.153,104.538,Sawat
350805,16.269,104.373,Hong Saeng
350806,16.232,104.453,Samakkhi
350807,16.313,104.446,Kut Chiang Mi
350810,16.217,104.562,Sam Yaek
350811,16.275,104.52,Kut Hae
350812,16.149,104.592,Khok Samran
350813,16.095,104.506,Sang Ming
350814,16.194,104.332,Si Kaeo
350901,16.06,104.432,Thai Charoen
350902,16.015,104.486,Nam Kham
350903,16.162,104.432,Som Pho
350904,16.1,104.388,Kham Toei
350905,16.061,104.521,Kham Phai
360101,15.804,102.037,Nai Mueang
360102,15.846,102.027,Rop Mueang
360103,15.863,102.114,Phon Thong
360104,15.919,101.982,Na Fai
360105,15.684,102.028,Ban Khai
360106,15.771,102.181,Kut Tum
360107,15.73,101.999,Chilong
360108,15.872,102.061,Ban Lao
360109,15.941,102.11,Na Siao
360110,15.742,102.022,Nong Na Saeng
360111,15.809,102.189,Lat Yai
360112,15.707,102.052,Nong Phai
360113,16.021,101.993,Tha Hin Ngom
360114,15.93,101.919,Huai Ton
360115,15.843,102.167,Huai Bong
360116,15.661,102.093,Non Samran
360117,15.827,101.958,Khok Sung
360118,15.759,102.056,Bung Khla
360119,16.137,102.017,Sap Si Thong
360201,15.753,101.911,Ban Khwao
360202,15.778,101.861,Talat Raeng
360203,15.697,101.932,Lum Lam Chi
360204,15.866,101.759,Chi Bon
360205,15.876,101.84,Phu Laen Kha
360206,15.804,101.93,Non Daeng
360301,15.93,102.327,Khon Sawan
360302,15.887,102.31,Yang Wai
360303,16.018,102.292,Chong Sam Mo
360304,15.816,102.275,Non Sa-At
360305,16.021,102.247,Huai Rai
360306,15.892,102.263,Ban Sok
360307,15.955,102.259,Khok Mang Ngoi
360308,15.853,102.234,Nong Kham
360309,15.993,102.339,Si Samran
360401,16.286,101.869,Ban Yang
360402,16.307,102.027,Ban Han
360403,16.089,101.908,Ban Duea
360404,16.372,101.951,Ban Pao
360405,16.309,101.943,Kut Lo
360406,16.171,101.949,Non Kok
360407,16.246,101.984,Sa Phon Thong
360408,16.169,101.869,Nong Kha
